DishName,Rating,ReviewCount,Submitter,MadeIt,Servings,Calories,PrepTime,CookTime,Totaltime,Ingredients,Directions
Prickly Pear Cactus Margarita,5,10,Shannon Lindell,32,1,423,10 m,,10 m,"['coarse salt as needed', '2 fluid ounces tequila', '2 fluid ounces sweet and sour mix', '1 fluid ounce triple sec', '1 fluid ounce lime juice', '1 fluid ounce prickly pear syrup']","['Pour salt into a small plate. Wet the rim of a margarita glass and dip rim into salt.', 'Fill a cocktail shaker with ice; pour tequila, sweet and sour mix, triple sec, lime juice, and pear syrup over ice. Cover shaker and shake drink; strain into prepared margarita glass.', '']"
Pear Pie,4.93333339691162,14,Maureen,36,8,431,15 m,45 m,1 h,"['1 (9 inch) unbaked pie crust', '3 cups sliced Bartlett pears', '1 cup sour cream', '1/2 cup white sugar', '2 tablespoons all-purpose flour', '1 egg', '1/2 teaspoon vanilla extract', '1/2 teaspoon salt', 'Topping:', '1/2 cup all-purpose flour', '1/2 cup butter', '1/4 cup white sugar', '1 teaspoon ground cinnamon']","['Preheat oven to 400 degrees F (200 degrees C). Press pie crust into a 9-inch pie dish.', 'Arrange pear slices in the pie crust. Stir sour cream, 1/2 cup sugar, 2 tablespoons flour, egg, vanilla extract, and salt together in a bowl; pour over pears.', 'Mix 1/2 cup flour, butter, 1/4 cup sugar, and cinnamon together in a bowl until topping resembles coarse crumbs.', 'Bake pie in the preheated oven for 35 minutes. Sprinkle topping onto pie and continue baking until topping is golden brown, about 10 more minutes.', '']"
Pear Ginger Soy Salad,0,0,Jen,0,4,220,15 m,25 m,40 m,"['1 red onion, chopped', '1 orange bell pepper, chopped', 'cooking spray', '1/4 cup olive oil, divided', '1 teaspoon minced garlic, or to taste', '1 teaspoon minced fresh ginger, or to taste', '2 pears, cut into bite-size chunks', '1/4 cup ponzu sauce (citrus soy-based sauce), divided', '1 (12 ounce) bag mixed salad greens, or to taste', '1 cucumber, chopped']","['Preheat an oven to 450 degrees F (230 degrees C). Grease a baking sheet.', 'Spread onion and bell pepper in the prepared baking sheet and spray with cooking spray.', 'Bake in the preheated oven until golden, about 15 minutes.', 'Heat 1 tablespoon olive oil in a skillet over medium heat; cook and stir garlic and ginger in the hot oil until garlic begins to brown slightly, 2 to 3 minutes. Add pears to garlic mixture and cook until pears are evenly coated in oil, about 1 minute. Reduce heat to medium-low and pour 1 tablespoon ponzu over pears; cook until pears begin to brown, 5 to 10 minutes. Add more garlic and ginger if desired.', 'Mix remaining 3 tablespoons olive oil and 3 tablespoons ponzu in a small saucepan; bring to a boil. Add garlic and ginger if desired. Remove saucepan from heat and cool.', 'Combine greens, cucumber, onion, bell pepper, and pears in a bowl; drizzle with ponzu-olive oil mixture. Toss salad to evenly coat.', '']"
Slow Cooker Pizza Potatoes,4,6,LADYBUG53,24,6,248,15 m,6 h 10 m,6 h 25 m,"['1 tablespoon olive oil', '6 potatoes, peeled and thinly sliced', '1 large onion, thinly sliced', '1/4 pound grated mozzarella cheese', '1 ounce sliced pepperoni', '1 (8 ounce) can pizza sauce']","['Heat oil in a large skillet over medium-high heat. Cook and stir potatoes and onion in oil until the onion is translucent, 7 to 10 minutes; drain. Put potato mixture in a slow cooker and add mozzarella cheese and pepperoni. Pour pizza sauce over the mixture.', 'Cook on Low for 6 to 10 hours.', '']"
Grilled Pork Tenderloin with Fried Apples,4.5,8,Alyssa Long,25,4,385,15 m,25 m,40 m,"['1 (2 pound) pork tenderloin, or more as needed', '1 pinch garlic salt', '1 pinch ground black pepper', '3 tablespoons butter', '3 Granny Smith apples, sliced, or more to taste', '1/3 cup white sugar']","['Preheat an outdoor grill for medium-high heat and lightly oil the grate.', 'Generously season pork tenderloin with garlic salt and pepper.', 'Cook pork on the preheated grill, turning twice on each side, until no longer pink in the center, 6 to 7 minutes per side. An instant-read thermometer inserted into the center should read at least 145 degrees F (63 degrees C). Remove pork from grill and cover with aluminum foil; let rest for 5 minutes. Slice pork and place on a serving platter.', 'Melt butter in a skillet over medium heat; add apples. Cover skillet and cook for 5 minutes. Stir apples and sprinkle with sugar; reduce heat to low. Cover skillet and cook apples for 5 more minutes. Remove cover; cook and stir until apples are lightly browned, 2 to 3 more minutes. Spoon apples over sliced pork.', '']"
Great Grandma's Skillet Green Beans,4.66666650772095,2,GMPalko,3,6,104,10 m,30 m,40 m,"['4 slices smoked bacon, or more to taste', '1/2 cup chopped yellow onion', '2 pinches ground black pepper', '2 cloves garlic, diced', '3 1/2 tablespoons chopped fresh parsley, divided', '4 (15 ounce) cans green beans, drained', '2 (14.5 ounce) cans yellow wax beans, drained', 'salt and ground black pepper to taste']","['Place bacon in a large skillet and cook over medium-high heat until evenly browned, about 10 minutes. Transfer bacon slices to paper towels to drain.', 'Cook and stir onion and 2 pinches black pepper in hot bacon drippings until translucent, 4 to 6 minutes.', 'Stir garlic into onion mixture; cook and stir until onion begins to brown along the edges, 4 to 6 minutes. Add 1 tablespoon parsley to garlic and onion; cook and stir until parsley begins to wilt, 1 minute.', 'Pour green beans, yellow beans, and 1 1/2 tablespoons parsley into onion mixture; gently turn beans to coat with bacon drippings. Reduce heat to low, partially cover skillet, and simmer until beans are heated through, 5 to 10 minutes.', 'Season beans with salt and black pepper to taste, partially cover the skillet and continue simmering, turning occasionally, until beans are hot, 20 minutes. Garnish with bacon and remaining 1 tablespoon parsley.', '']"
Christmas Griddle Cakes,3.875,7,Linda,8,4,741,15 m,15 m,30 m,"['4 cups pancake mix (such as Krusteaz(R))', '1 (15 ounce) can pumpkin puree', '1/2 cup cold water, or as needed', '1/2 cup white chocolate chips', '1/2 cup chopped pecans', '2 teaspoons cinnamon']","['Heat a lightly oiled griddle to 350 degrees F (175 degrees C).', 'Stir pancake mix, pumpkin puree, water, white chocolate chips, pecans, and cinnamon together in a large bowl until just incorporated, adding more water as needed.', 'Drop batter by 1/2 cup scoops onto the griddle and cook until bubbles form and the edges are dry, 2 to 4 minutes. Flip and cook until browned on the other side, 2 to 4 minutes; repeat with remaining batter.', '']"
Rich Vegetable Chowder,4.5,2,Sherrbie,5,3,285,15 m,20 m,35 m,"['2 tablespoons butter', '2 tablespoons all-purpose flour', '1/4 teaspoon dried basil', '1/4 teaspoon ground black pepper', '1/8 teaspoon salt', '1 cup chicken broth', '1 cup cubed potato', '1/2 cup chopped carrot', '1/4 cup sliced green onions', '1 cup half-and-half', '3/4 cup frozen corn, thawed']","['Melt butter in a saucepan over medium heat; stir flour, basil, pepper, and salt into butter and pour in chicken broth. Cook and stir broth mixture until thickened and boiling, 5 to 7 minutes. Stir potato, carrot, and green onions into broth mixture; bring to a boil. Reduce heat and simmer until potatoes are mostly tender, 10 to 15 minutes.', 'Stir half-and-half and corn into broth mixture; cook and stir until chowder is heated through, about 5 more minutes.', '']"
Slow Cooker Taco Bean Soup,4.58333349227905,11,Janelleh,27,10,352,15 m,4 h 10 m,4 h 25 m,"['1 pound ground beef', '1 onion, chopped', '1 (1.25 ounce) package taco seasoning mix', '1 (15 ounce) can white beans, undrained', '1 (15 ounce) can red kidney beans, undrained', '1 (15 ounce) can white kidney beans, undrained', '1 (15 ounce) can ranch-style beans, undrained', '1 (15 ounce) can pinto beans, undrained', '1 (15 ounce) can black beans, undrained', '1 (15 ounce) can white hominy, drained', '1 (10 ounce) can diced tomatoes with green chile peppers']","['Cook and stir ground beef in a skillet over medium high heat until browned and crumbly, 5 to 10 minutes; drain fat. Transfer beef to a slow cooker and sprinkle with onion and taco seasoning mix.', 'Stir white beans, red kidney beans, white kidney beans, ranch-style beans, pinto beans, black beans, hominy, and tomatoes with green chile peppers into beef mixture.', 'Cook in the slow cooker set to Low until cooked through and flavors blend, 4 to 5 hours.', '']"
Slow Cooker Egg Brunch Casserole,3.40000009536743,32,kelly,97,10,294,15 m,8 h 15 m,8 h 30 m,"['cooking spray', '6 slices bacon, or more to taste', '1 onion, chopped', '1 red bell pepper, seeded and chopped', '1 clove garlic, minced', '1 (2 pound) package frozen hash brown potatoes, thawed', '1 1/2 cups shredded Cheddar cheese', '12 eggs', '1 cup whole milk', '1 teaspoon dried dill weed', 'salt and ground black pepper to taste']","['Spray the inside of a slow cooker with cooking spray.', 'Place bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain bacon slices on paper towels and crumble.', 'Spray a skillet with cooking spray and place over medium heat; cook and stir onion, red bell pepper, and garlic until onion is softened, about 5 minutes. Stir potatoes into onion mixture. Spoon 1/3 the potato mixture into the slow cooker; add 1/3 the bacon and 1/3 the Cheddar cheese. Repeat layering with remaining ingredients, ending with cheese.', 'Whisk eggs, milk, dill, salt, and pepper together in a bowl; pour over ingredients in slow cooker.', 'Cook on Low, 8 to 10 hours.', '']"
Vegan Tofu Sour Cream,3,3,jessieskibbe,4,10,26,10 m,,10 m,"['10 1/2 ounces low-fat, firm silken tofu, crumbled', '4 teaspoons lemon juice, or more to taste', '1 tablespoon canola oil', '2 teaspoons apple cider vinegar', '1 teaspoon white sugar', '1/2 teaspoon salt']","['Blend tofu, lemon juice, canola oil, apple cider vinegar, sugar, and salt in a blender until smooth and creamy; refrigerate.', '']"
"Bow-Tie Pasta with Sausage, Peas, and Mushrooms",4.19999980926514,4,JPhoto,17,4,1026,10 m,35 m,45 m,"['1/2 cup olive oil, divided', '1 pound Italian sausage, casings removed', '1 (10 ounce) package portobello mushrooms, sliced', '3/4 teaspoon sea salt, or more to taste, divided', '3/4 teaspoon freshly ground black pepper, divided', '1 (10 ounce) package frozen peas, partially thawed', '1 (16 ounce) package farfalle (bow-tie) pasta', '1/2 cup Parmesan cheese']","['Heat 2 tablespoons olive oil in a large skillet over high heat; cook and stir sausage in the hot oil, breaking up any large chunks, until browned and crumbly, about 5 minutes. Transfer cooked sausage to a plate.', 'Heat 2 more tablespoons olive oil in the same large skillet over medium heat; cook and stir mushrooms, 1/2 teaspoon salt, and 1/2 teaspoon pepper in the hot oil until mushrooms are tender and all the liquid has evaporated, about 8 minutes.', 'Stir peas into mushroom mixture and cook until peas are warmed, about 2 minutes. Return sausage to mushroom mixture; cook and stir until flavors have blended and sausage is heated, about 3 minutes.', 'Bring a large pot of lightly salted water to a boil. Cook bow-tie pasta at a boil, stirring occasionally, until cooked through yet firm to the bite, about 12 minutes; drain pasta, reserving 1/2 cup pasta water. Return pasta to pot and stir in sausage-mushroom mixture; cook and stir, adding reserved pasta water as needed, until mixture is evenly mixed, about 5 minutes.', 'Drizzle remaining 1/4 cup olive oil over pasta mixture and season with remaining 1/4 teaspoon salt and 1/4 teaspoon pepper; toss to coat. Add Parmesan cheese; toss to combine.', '']"
Vegan Waffles,4.52631568908691,30,jessieskibbe,65,6,229,10 m,30 m,40 m,"['6 tablespoons water', '2 tablespoons flax seed meal', '1 cup rolled oats', '1 3/4 cups soy milk', '1/2 cup all-purpose flour', '1/2 cup whole wheat flour', '2 tablespoons canola oil', '4 teaspoons baking powder', '1 teaspoon vanilla extract', '1 tablespoon agave nectar', '1/2 teaspoon salt']","[""Preheat a waffle iron according to manufacturer's instructions."", 'Stir water and flax seed meal together in a bowl.', 'Blend oats in a blender into a flour-like consistency. Add flax seed mixture, soy milk, all-purpose flour, whole wheat flour, canola oil, baking powder, vanilla extract, agave nectar, and salt to oats; blend until batter is just mixed.', ""Ladle 1/2 cup batter into preheated waffle iron. Cook the waffles according to manufacturer's instructions until golden and crisp, about 5 minutes."", '']"
Easy Wild Rice Soup,4.33333349227905,3,LINDA SAMPSON,5,6,368,20 m,2 h 10 m,2 h 30 m,"['1 pound bacon', '3 (10.75 ounce) cans cream of mushroom soup', '1 (14 ounce) can chicken broth', '2 chicken breasts, cut into chunks', '1 (6 ounce) can sliced mushrooms, drained', '1/2 cup wild rice', '1/4 cup chopped onion', '1/4 cup chopped celery', '1/4 cup chopped green bell pepper', 'water, as needed']","['Place the bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain the bacon slices on paper towels.', 'Crumble bacon into a large pot; add cream of mushroom soup, chicken broth, chicken, mushrooms, wild rice, onion, celery, and bell pepper. Bring the mixture to a boil, reduce heat to medium-low, and cook at a simmer until the rice is completely tender, about 2 hours. Stir water into the soup as needed to keep it from being too thick.', '']"
Spruced-up Zatarain's(R) Jambalaya,4.7619047164917,17,Michelle Harris,62,6,861,10 m,35 m,45 m,"['1 tablespoon olive oil, or as needed', '38 ounces andouille sausage, sliced', '1 onion, chopped', '2 1/2 cups water', ""2 (8 ounce) packages jambalaya mix (such as Zatarain's(R))"", '1 (10 ounce) can diced tomatoes with green chile peppers (such as RO*TEL(R)), drained']","['Heat olive oil in a large pot over medium-high heat. Cook and stir sausage and onion in hot oil until the sausage and onion are browned, 7 to 10 minutes.', 'Pour water, jambalaya mix, and diced tomatoes with green chile peppers into the pot; bring the mixture to a boil, reduce heat to low, cover the pot, and simmer until the water is mostly absorbed and the rice is tender, about 25 minutes.', '']"
Spicy Southwest Corn Chowder,3.5,2,Simplyjmay,4,4,392,15 m,25 m,40 m,"['1 tablespoon vegetable oil', '1 onion, chopped', '2 jalapeno peppers, chopped', '2 cloves garlic, chopped', '1 teaspoon ground cumin', '1 pinch cayenne pepper, or to taste', '3 (15.25 ounce) cans whole kernel corn, drained', '2 cups chicken broth', '1 skinless, boneless chicken breast, cut into small cubes', '1 lime, cut into wedges (optional)', '1/4 cup chopped fresh cilantro (optional)', '1/4 cup sour cream (optional)']","['Heat oil in large saucepan over medium-high heat. Cook and stir onion, jalapeno peppers, and garlic in the hot oil until the onion is tender, 5 to 7 minutes; season with cumin and cayenne pepper. Add corn, chicken broth, and diced chicken.', 'Bring the soup to a boil. Reduce heat to low, place a cover on the saucepan, and cook at a simmer until the chicken is cooked through, about 15 minutes. Remove saucepan from heat and let soup cool.', 'Pour soup into a blender no more than half full. Cover and hold lid down; pulse a few times before leaving on to blend. Puree in batches until smooth. Return pureed soup to the saucepan.', 'Place saucepan over low heat; warm soup, stirring occasionally, until hot, about 5 minutes. Garnish servings with lime wedges, cilantro, and sour cream.', '']"
Sour Cream Pork Chop and Vidalia(R) Onion Gravy,4.45454549789429,11,Michelle Harris,28,4,362,10 m,40 m,50 m,"['4 (8 ounce) pork chops', '3 small sweet onions (such as Vidalia(R)), sliced into rings', '1 1/2 cups beef broth', '1 tablespoon Cajun seasoning', '1 tablespoon prepared yellow mustard', '1 tablespoon paprika', '1 teaspoon dried savory', '1 (8 ounce) carton sour cream']","['Heat a skillet over medium heat. Cook pork chops in hot skillet until browned, 2 to 3 minutes per side; add onions.', 'Stir broth, Cajun seasoning, mustard, paprika, and savory together in a bowl; pour over the pork chops and onions.', 'Place a cover on the skillet, bring the liquid to a boil, reduce heat to medium-low, and simmer until the pork is slightly pink in the center, 30 to 60 minutes. An instant-read thermometer inserted into the center should read at least 145 degrees F (63 degrees C). Stir sour cream into the liquid in the pan; continue cooking until warmed, 2 to 3 minutes.', '']"
Robin's Blond Brownies,4.80000019073486,10,Steven Tipton,28,24,180,15 m,25 m,50 m,"['6 tablespoons butter, softened', '1 cup packed brown sugar', '2 eggs', '1 teaspoon vanilla extract', '1 1/4 cups all-purpose flour', '1 teaspoon baking powder', '1/2 teaspoon salt', '1 cup semisweet chocolate chips', '1 cup butterscotch chips', '1/2 cup chopped pecans']","['Preheat oven to 350 degrees F (175 degrees C). Grease a 11x7x2-inch baking pan.', 'Beat the butter and brown sugar with an electric mixer in a large bowl until smooth. Beat the first egg into the butter until completely blended, then beat in the vanilla with the last egg.', 'Mix flour, baking powder, and salt together in a separate bowl; add to the butter mixture and stir until just incorporated into a batter. Fold chocolate chips, butterscotch chips, and pecans into the batter; spread into the prepared baking dish.', 'Bake in the preheated oven until the top is dry and the edges have started to pull away from the sides of the pan, 25 to 30 minutes. Cool brownies in pan for 10 minutes before moving to a wire rack to cool completely.', '']"
Italian Style Turkey Meatloaf,4.6399998664856,112,PattiMcQ,387,6,163,10 m,50 m,1 h 5 m,"['cooking spray', '1 pound ground turkey', '1 egg', '1/4 cup Italian seasoned bread crumbs', '1 teaspoon Italian seasoning', '1/2 clove garlic, minced', '1/2 teaspoon ground black pepper, or to taste', '1/4 teaspoon salt, or to taste', '2 cups tomato sauce, divided']","['Preheat oven to 400 degrees F (200 degrees C). Prepare a baking dish with cooking spray.', 'Mix turkey, egg, bread crumbs, Italian seasoning, garlic, black pepper, and salt in a large bowl; shape into a loaf and put into prepared baking dish.', 'Bake in preheated oven for 40 minutes. Spoon about half the tomato sauce over the loaf and continue baking until the meatloaf is no longer pink in the center, 10 to 15 minutes more. An instant-read thermometer inserted into the center should read at least 160 degrees F (70 degrees C). Rest meatloaf 5 to 10 minutes before slicing to serve.', 'While the meatloaf rests, warm remaining tomato sauce in a small saucepan over medium-low heat; serve with the sliced meatloaf.', '']"
Double-Butternut Squash Soup,3.83333325386047,5,MiddleNameGrace,10,8,175,20 m,25 m,45 m,"['3 tablespoons unsalted butter', '1/4 cup almonds', '3 cups vegetable broth, divided', '1 butternut squash - peeled, seeded, and diced', '2 carrots, peeled and cut in chunks', '1 onion, diced', '4 cloves garlic', 'water as needed', '2 teaspoons Worcestershire sauce', '1 teaspoon ground cinnamon, or more to taste', '1 teaspoon chili powder, or more to taste', '1/2 teaspoon brown sugar', '1/2 teaspoon salt']","['Melt the butter in a large pot over medium heat. Cook almonds in the melted butter until light brown, about 5 minutes. Pour 1 cup vegetable broth into the pot; bring to a simmer and cook until warmed, 1 to 2 minutes.', 'Pour remaining broth into the pot; add butternut squash, carrots, onion, and garlic. Pour enough water into the pot to assure the vegetables are completely submerged; bring to a simmer and cook until the carrots are completely soft and the volume of the liquid has reduced by about 1/3, 15 to 20 minutes.', 'Pour broth mixture into a blender no more than half full. Cover and hold lid down; pulse a few times before leaving on to blend. Puree in batches until smooth.', 'Pour pureed soup into a separate vessel. Stir Worcestershire sauce, cinnamon, chili powder, brown sugar, and salt into the soup.', '']"
Easy Baked Turkey Wings,4.70454549789429,79,Makenzie and Cy's mom,335,4,255,10 m,2 h,2 h 10 m,"['5 turkey wings', '1 small onion, chopped (optional)', '1 teaspoon seasoned salt', '1 teaspoon poultry seasoning', '1 teaspoon ground black pepper', '1 teaspoon minced garlic', '1 1/2 cups water, divided', '1 (10.75 ounce) can cream of mushroom soup']","['Preheat oven to 350 degrees F (175 degrees C).', 'Place turkey wings and onion in a casserole dish; sprinkle seasoned salt, poultry seasoning, black pepper, and garlic on both sides of each wing. Pour 1/2 cup water into the casserole dish. Cover casserole dish.', 'Bake in the preheated oven until browned, 1 hour.', 'Stir cream of mushroom soup and 1 cup water together in a bowl; pour over turkey wings into casserole dish and return to oven, uncovered.', 'Continue baking until brown and tender, 1 hour.', '']"
The Original Chocolate Chip Cookie Cake,3.41176462173462,15,Chris__D,29,24,282,15 m,20 m,35 m,"['2 1/4 cups all-purpose flour', '1 teaspoon baking soda', '1 teaspoon salt', '1 cup butter, at room temperature', '3/4 cup white sugar', '3/4 cup firmly packed brown sugar', '4 large eggs', '1 teaspoon vanilla', '2 cups milk chocolate chips (such as Guittard(R))', '1 cup chopped pecans (optional)']","['Preheat oven to 375 degrees F (190 degrees C). Grease a 9x13-inch baking pan.', 'Stir flour, baking soda, and salt together in a bowl.', 'Beat butter, white sugar, and brown sugar together in a bowl with an electric mixer until light and fluffy, 3 to 5 minutes. Beat eggs and vanilla into butter mixture until smooth. Gradually stir flour mixture into butter mixture until just combined. Stir in chocolate chips and nuts. Spread cookie batter into prepared pan.', 'Bake in the preheated oven until golden and the cake springs back when lightly pressed, 20 to 25 minutes. Cool before cutting into 2-inch squares.', '']"
Chocolate Chip Cookie Cake,5,1,Megan,3,12,363,10 m,40 m,50 m,"['12 large chocolate chip cookies', '1 cup white sugar', '2 tablespoons flour', '2 teaspoons baking powder', '1/2 teaspoon ground cinnamon', '1/2 cup butter, softened', '3 eggs', '2 teaspoons vanilla extract', '1 cup milk']","['Preheat oven to 325 degrees F (165 degrees C). Grease a 9x13-inch cake pan or baking dish.', 'Process chocolate chip cookies in a food processor until completely crumbled. Add sugar, flour, baking powder, and cinnamon to cookie crumbs; pulse to combine. Add butter, eggs, and vanilla to cookie mixture; process until blended.', 'Pour milk into cookie mixture while food processor is running; blend until batter is evenly mixed. Pour batter into prepared pan.', 'Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 40 minutes. Cool in the pans for 10 to 15 minutes.', '']"
Grilled Honey Chili Flap Steak,4.59999990463257,4,Bryce Gifford,5,4,738,20 m,10 m,8 h 35 m,"['Dry Rub:', '1 tablespoon garlic powder', '2 teaspoons chili powder', '2 teaspoons Mexican oregano', '1 teaspoon salt', '1 teaspoon ground black pepper', '2 pounds flap steak, trimmed of fat', 'Sauce:', '1/4 cup honey', '1/4 cup fresh lime juice', '1/4 cup chopped cilantro', '2 chipotle peppers, diced', '3 cloves garlic', '2 tablespoons vegetable oil', '2 tablespoons apple cider vinegar', '2 tablespoons chipotle mustard', '1 teaspoon ground cumin', '1/2 teaspoon salt', '1/2 teaspoon ground black pepper', '2 limes, halved', '4 flour tortillas', '1/2 red onion', '1/4 cup crumbled queso fresco cheese, or to taste']","['Stir garlic powder, chili powder, Mexican oregano, 1 teaspoon salt, and 1 teaspoon black pepper together in a bowl. Sprinkle garlic powder mixture over both sides of flap steak, pat rub into meat, wrap steak in plastic wrap, and refrigerate for at least 8 hours or overnight.', 'Whisk honey, lime juice, cilantro, chipotle peppers, garlic, vegetable oil, apple cider vinegar, chipotle mustard, cumin, 1/2 teaspoon salt, and 1/2 teaspoon black pepper together in a bowl. Cover with plastic wrap and refrigerate 1 to 2 hours. Separate mixture equally into two bowls; one for basting and one for serving.', 'Preheat an outdoor grill for medium-high heat and lightly oil the grate.', 'Cook steak on the preheated grill until smoke rises from the spice rub. Turn the meat and squeeze the juice from 2 lime halves over the steak. When the spice rub begins to smoke, turn the meat again. Brush the refrigerated honey-lime basting sauce onto both sides of the steak and cook steak to your desired degree of doneness, 8 to 10 minutes per side for medium. An instant-read thermometer inserted into the center should read 140 degrees F (60 degrees C). Let meat rest for 5 minutes and chop against the grain into bite-size pieces.', 'Spoon grilled meat into tortillas. Top with onion, lime juice, reserved honey-lime serving sauce, and queso fresco cheese.', '']"
Kate's Easy Peanut Satay Sauce,2.5,1,Dancin' Diabla,2,12,279,10 m,20 m,30 m,"['1 3/4 cups peanut butter', '3/4 cup water, divided', '1/2 cup maple syrup', '1/2 cup coconut milk', '4 cloves garlic, crushed', '1/4 cup soy sauce', '1 tablespoon fish sauce', '1 pinch red pepper flakes, or to taste']","['Heat peanut butter and 3/8 cup water in a nonstick saucepan over low heat. Add maple syrup, coconut milk, garlic, soy sauce, fish sauce, 3/8 cup water, and red pepper flakes to peanut butter mixture, stirring well after each addition.', 'Bring peanut mixture to a boil, stirring constantly. Reduce heat to low and simmer, stirring, until flavors blend, 5 minutes. Remove from heat, cover, and let rest to blend flavors, 10 minutes.', '']"
Hatch Chile Enchilada Pie,4.72727251052856,8,Seth Kolloen,30,4,765,20 m,1 h 10 m,1 h 30 m,"['6 Hatch chile peppers, sliced in half lengthwise and seeded', '3 tablespoons olive oil, divided', '2 tablespoons butter', '1 pound skinless, boneless chicken thighs', '2 1/2 cups chicken broth, divided', '1 onion, chopped', '4 cloves garlic, minced', '1/4 teaspoon dried oregano', '1/4 teaspoon ground cumin', 'salt and ground black pepper to taste', '1/2 (14.5 ounce) can diced tomatoes, drained', '12 (6 inch) corn tortillas', '1 (8 ounce) package shredded Mexican cheese blend']","[""Set oven rack about 6 inches from the heat source and preheat the oven's broiler. Line a baking sheet with aluminum foil."", 'Arrange Hatch chiles, skin-side up, on the prepared baking sheet. Brush with 1 tablespoon olive oil.', 'Cook under the preheated broiler until the skin of the peppers has blackened and blistered, 5 to 8 minutes. Cool; remove and discard skins. Roughly chop chiles.', 'Melt butter in a large skillet over medium-high heat. Cook chicken thighs until browned, about 2 minutes per side. Pour 1 cup chicken broth over thighs and bring to a boil. Cover skillet and reduce heat to medium. Cook the chicken thighs until no longer pink in the center and the juices run clear, about 5 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C). Remove from heat.', 'Heat 2 tablespoons olive oil in a large pot or Dutch oven over medium heat. Cook and stir onion, garlic, oregano, cumin, salt, and pepper in hot oil until onion is soft, about 6 minutes. Stir chopped chiles, tomatoes, and 1 1/2 cups chicken broth into onion mixture. Bring to a boil, reduce heat to medium-low, and simmer until chiles and onion are tender, 20 minutes.', 'Mash chile-onion mixture to a sauce consistency. Remove chicken thighs from chicken broth, reserving 1/2 cup broth. Stir thighs into chile sauce; cook until chicken is heated through, about 2 minutes.', 'Preheat oven to 350 degrees F (175 degrees C).', 'Spread a thin layer of chile chicken sauce on the bottom of an 8-inch pie dish. Arrange a layer of corn tortillas over sauce, spread another layer of chile chicken sauce over the tortillas, and sprinkle Mexican cheese blend over sauce. Repeat layering process until all tortillas, sauce, and cheese are used, ending with a layer of cheese. Pour 1/2 cup reserved chicken broth over the top.', 'Bake in the preheated oven until cheese is melted and sauce is bubbling, about 30 minutes.', '']"
Quick Cranberry Butter,4.77777767181396,9,Booksie B,21,8,119,10 m,5 m,15 m,"['2 tablespoons dried cranberries', '1/2 cup boiling water', '1/2 cup butter, softened', ""3 tablespoons confectioners' sugar""]","['Stir boiling water and cranberries together in a bowl; steep for 5 minutes. Drain and chop cranberries.', ""Beat butter with an electric mixer in a bowl until light and fluffy; add confectioners' sugar and cranberries. Mix well."", '']"
Sassy Freezer Slaw,4.85714292526245,17,sassyoldlady,42,12,159,15 m,1 h,1 h 15 m,"['2 pounds shredded cabbage', '1 tablespoon salt', '2 cups white sugar', '1 cup apple cider vinegar', '1/4 cup water', '1 teaspoon celery seed', '1 teaspoon dry mustard', '2 large carrots, shredded']","['Mix shredded cabbage and salt together in a colander; drain for 1 hour. Squeeze moisture from cabbage. Stir carrots into cabbage and divide cabbage mixture between pint containers.', 'Whisk sugar, vinegar, water, celery seed, and dry mustard together in saucepan over medium high heat; bring to a boil for 1 minute. Cool. Pour cooled vinegar dressing mixture over cabbage mixture, cover containers, and freeze. Thaw before serving.', '']"
Ground Beef Jerky,3.73333334922791,13,Jason Allen,44,8,126,15 m,5 h 30 m,5 h 45 m,"['2 teaspoons canning salt', '1 teaspoon chili powder', '1 teaspoon garlic powder', '1 teaspoon onion powder', '1/4 teaspoon ground ginger', '1/4 teaspoon ground black pepper', '1 pinch cayenne pepper, or to taste (optional)', '1 pound extra lean ground beef']","['Stir salt, chili powder, garlic powder, onion powder, ginger, black pepper, and cayenne pepper together in a large bowl; add ground beef and mix well.', 'Pass beef mixture through a meat grinder set with the finest blade.', 'Preheat oven to 250 degrees F (120 degrees C). Place wire-racks onto baking sheets.', 'Place 1/2 ground beef mixture between two sheets of heavy plastic on a solid, level surface. Firmly roll beef mixture to a thickness of 1/8 inch. Remove the top layer of plastic wrap, invert beef mixture onto prepared baking sheet, and remove the bottom layer of plastic wrap. Repeat for remaining beef mixture.', 'Bake beef mixture in the preheated oven with the oven door slightly ajar for 2 1/2 hours. Rotate the baking sheet. Bake until jerky is cooked through, another 3 hours. Remove jerky from oven and cut into strips while warm.', '']"
