DishName,Rating,ReviewCount,Submitter,MadeIt,Servings,Calories,PrepTime,CookTime,Totaltime,Ingredients,Directions,,,,,,,,,,,
Sandy's Homemade Broccoli and Cheddar Soup,4.81868124008179,147,Sandy Lafleur,493,4,343,10 m,30 m,40 m,"['3 tablespoons butter', '1/4 small onion, chopped', '2 tablespoons all-purpose flour', '1 cup half-and-half', '1 1/2 cups chicken broth', 'salt and ground black pepper to taste', '2 cups chopped broccoli', '1 carrot, chopped', '1 celery stalk, chopped', '1 1/4 cups shredded mild Cheddar cheese']","['Melt butter in a stock pot over medium-high heat; add onion and saute until tender, 3 to 4 minutes. Whisk in flour and continue to stir until mixture turns golden brown, about 5 minutes. Slowly add half-and-half to onion mixture, stirring until mixture is smooth. Add chicken broth; season with salt and ground black pepper.', 'Reduce heat to medium-low and simmer mixture until thickened, about 10 minutes. Add broccoli, carrot, and celery. Simmer until vegetables are tender yet crisp, about 20 minutes.', 'Reduce heat to low. Add Cheddar cheese to soup and cook, stirring occasionally, until cheese melts, about 5 minutes.', '']"
Chicken Corn Black Bean Soup,4.85714292526245,11,Stacy,31,6,266,15 m,20 m,35 m,"['1 cooked rotisserie chicken, shredded', '32 ounces chicken broth', '16 ounces restaurant-style salsa (such as Pace®)', '1 (15.25 ounce) can sweet corn, drained', '1 (15 ounce) can black beans, rinsed and drained', '1 (11 ounce) can southwest-style corn, drained', '1 (10.75 ounce) can condensed cream of chicken soup', '1 (4 ounce) can mild, fire-roasted diced green chile peppers', '2 1/2 teaspoons ground cumin', '1 teaspoon chili powder', '1/2 teaspoon garlic powder', '1/4 teaspoon salt']","['Combine shredded chicken meat, chicken broth, salsa, sweet corn, black beans, southwest-style corn, cream of chicken soup, diced green chilies, cumin, chili powder, garlic powder, and salt together in a large pot; bring to a boil. Reduce heat to medium-low and simmer until heated through and flavors blend, about 20 minutes.', '']"
Easy Slow Cooker Chicken Tikka Masala,4.31944465637207,62,MeanDean,197,4,456,15 m,6 h,6 h 15 m,"['1 1/2 pounds skinless, boneless chicken breast, cut in bite-sized pieces', '1 (14.5 ounce) can tomato sauce', '1 cup plain yogurt', '1 jalapeno pepper, seeded and minced', '1 tablespoon minced fresh ginger', '1 tablespoon ground cumin', '2 teaspoons garam masala', '2 teaspoons ground black pepper', '2 teaspoons paprika', '1 clove garlic, minced', '1 teaspoon ground cinnamon', '1 teaspoon ground coriander', '1 teaspoon salt', '1 cup heavy whipping cream', '1/4 cup fresh cilantro, chopped', 'lemon, juiced']","['Stir chicken, tomato sauce, yogurt, jalapeno pepper, ginger, cumin, garam masala, black pepper, paprika, garlic, cinnamon, coriander, and salt together in a slow cooker.', 'Cook on Low for 6 to 8 hours. Stir cream, cilantro, and lemon juice into chicken mixture during the last 30 minutes of cooking.', '']"
Pumpkin Oatmeal Cookies,0.0,0,Quaxo,0,30,149,15 m,15 m,30 m,"['1 (15 ounce) can pumpkin puree', '1 cup honey', '3/4 cup shortening', '1/4 cup water', '1 egg', '1 teaspoon vanilla extract', '3 cups oats', '1 1/2 cups all-purpose flour', '1/4 cup brown sugar', '2 teaspoons ground cinnamon', '1 1/2 teaspoons ground ginger', '1 teaspoon baking soda', '1 teaspoon baking powder', '1/2 teaspoon salt', '1/2 teaspoon ground nutmeg', '1/8 teaspoon ground cloves']","['Preheat oven to 350 degrees F (175 degrees C). Grease baking sheets.', 'Beat pumpkin, honey, shortening, water, egg, and vanilla extract together in a large bowl until creamy. Whisk oats, flour, brown sugar, cinnamon, ginger, baking soda, baking powder, salt, nutmeg, and cloves together in another bowl. Add oat mixture to pumpkin mixture; stir until dough is well-blended. Drop dough by rounded teaspoonfuls onto prepared baking sheets.', 'Bake in the preheated oven until golden and set, 12 to 15 minutes.', '']"
Creamy Buffalo Dipping Sauce,4.33333349227905,5,MRSPARKERII,10,4,112,10 m,,10 m,"['1/4 cup mayonnaise', ""2 tablespoons hot Buffalo wing sauce (such as Frank's® REDHOT Buffalo Wing Sauce)"", '1 teaspoon honey']","['Whisk mayonnaise, Buffalo wing sauce, and honey together in a bowl until smooth.', '']"
Paleo Kale Chips,4.33333349227905,10,IndianaKathy,20,4,87,5 m,20 m,25 m,"['olive oil cooking spray', '1 bunch kale, ribs removed and leaves torn into pieces', '1 tablespoon coconut oil', '1 pinch garlic salt, or to taste', 'salt and ground black pepper to taste']","['Preheat oven to 450 degrees F (230 degrees C). Spray a baking sheet with cooking spray.', 'Put kale in a bowl and add coconut oil; mix with your hands until evenly coated. Spread coated kale onto the prepared baking sheet. Sprinkle garlic salt, salt, and pepper over kale.', 'Place baking sheet in the oven and turn off oven. Leave kale in the oven until crisp, about 20 minutes.', '']"
Whole Wheat Pomegranate Scones,5.0,1,jgmurphy,2,8,311,15 m,15 m,30 m,"['2 cups whole wheat flour', '1/2 cup cornstarch, or more as needed', '1 tablespoon baking powder', '1/2 teaspoon salt', '1/2 large pomegranate, peeled and seeds separated', '1/2 cup turbinado sugar', '1/2 teaspoon lemon juice', '1 egg', '1/2 cup almond milk', '1/2 cup softened butter', '2 tablespoons vinegar', '1/2 teaspoon vanilla extract', '1 tablespoon turbinado sugar, for sprinkling (optional)']","['Preheat oven to 375 degrees F (190 degrees C).', 'Stir flour, cornstarch, baking powder, and salt together in a bowl.', 'Stir pomegranate seeds, 1/2 cup sugar, and lemon juice together in a bowl until seeds are coated with sugar.', 'Beat egg in a bowl; stir in almond milk, butter, vinegar, and vanilla. Pour egg mixture into pomegranate mixture and stir to combine. Stir egg and pomegranate mixture into flour mixture to make a soft dough.', 'Turn out dough onto a lightly floured surface. If dough is too sticky, sprinkle with a bit of cornstarch. Roll or pat dough into a 3/4-inch thick round; cut into wedges and transfer to a baking sheet. Sprinkle dough with 1 tablespoon sugar.', 'Bake in preheated oven until golden brown, about 15 minutes.', '']"
Bacon and Tomato Quesadillas,4.88888883590698,8,Red Gold,36,8,366,10 m,10 m,20 m,"['8 (8 inch) flour tortillas', '2 cups shredded Mexican blend cheese', '1 (10 ounce) can RED GOLD® Petite Diced Tomatoes with Chipotle', '8 slices bacon, cooked and crumbled', '1/2 cup chopped fresh basil', '2 tablespoons vegetable oil', 'Sour cream']","['Layer on half of each tortilla: 1/4 cup cheese, 2 tablespoons diced tomatoes. 1 tablespoon bacon and 1 tablespoon basil.  Fold each tortilla in half to form a half circle.', 'Lightly coat a large nonstick skillet or griddle with oil.  Cook each quesadilla, over medium-high heat for 1 1/2 minutes on each side until cheese is melted and tortilla is lightly browned.', 'Cut the quesadilla into 4 wedges and serve with sour cream.', '']"
Chipotle Chicken Skillet,0.0,0,Red Gold,1,6,170,10 m,40 m,50 m,"['2 prepared chicken breasts, cut into 1-inch cubes, purchase prepared or cook your own', '1 (14.5 ounce) can RED GOLD® Petite Diced Tomatoes with Chipotle', '1 cup water', '1 (6 ounce) package egg noodles']","['In an electric skillet combine the chicken, diced tomatoes and water. Heat to boiling and reduce heat to simmer and cook for 20 minutes.', 'Stir in the egg noodles and cook an additional 20 minutes or until noodles are tender and mixture has thickened.  Serve immediately. Option: Serve over rice or mashed potatoes.', '']"
Easy Bruschetta from RED GOLD®,0.0,0,Red Gold,1,24,82,20 m,,20 m,"['1 (14.5 ounce) can RED GOLD® Petite Diced Tomatoes with Garlic & Olive Oil, well drained', '1/4 cup chopped fresh basil', '1 (6 ounce) package grated Parmesan cheese', '1 (9 ounce) box rosemary and olive oil wheat crackers, or baguette slices']","['Place 2 teaspoons of Red Gold Petite Diced Tomatoes with Garlic & Olive Oil on each cracker or baguette slice.', 'Sprinkle with 1 teaspoon cheese and 1/2 teaspoon of basil.  Place on serving tray.', '']"
Pizza Stromboli,0.0,0,Red Gold,1,8,355,20 m,1 h,1 h 20 m,"['2 tablespoons extra virgin olive oil', '1 small onion, chopped', '1 garlic clove, crushed', '4 tablespoons RED GOLD® Tomato Paste', '2 (14.5 ounce) cans RED GOLD® Petite Diced Tomatoes with Garlic & Olive Oil', '1 teaspoon red pepper', 'Salt and black pepper to taste', '2 teaspoons balsamic vinegar', '1 (10 ounce) package refrigerated pizza crust, or crescent roll sheet', '1 (8 ounce) tube crescent roll sheets, or refrigerated pizza crust', '1 (8 ounce) package shredded pizza cheese', '1 cup assorted vegetables (green pepper, onion, mushrooms, and spinach leaves)']","['Spicy Pizza Sauce: Heat the olive oil in a large saucepan over medium-high heat. Add the onions and saute until they are soft, about 4 minutes. Add the garlic and wine; cook for an additional minute.', 'Stir in tomato paste, diced tomatoes, red pepper, salt and black pepper. Reduce the heat and simmer for 20 to 25 minutes or until thickened. Stir in the vinegar; cool. Freeze leftover pizza sauce for a future Pizza Stromboli or regular pizza.', 'Pizza Stromboli: Makes 1 large Stromboli. Preheat oven to 375 degrees F.  Remove crescent roll sheet from tube and place on sheet of parchment paper. Roll dough into a 10x14-inch rectangle. Place on baking sheet.', 'Spread 1/2 of cheese down the center third of the dough. Top with 1 cup Spicy Pizza Sauce and 1 cup of chopped vegetables. Top with remaining cheese.', 'Cut 1-inch crosswise strips down the sides of the rectangle. Starting from one end, bring one of the dough strips across the filling diagonally. Repeat on the other side, crisscrossing the dough strips. Continue down the rest of the braid, alternating strips to form the loaf. Brush with egg wash (one egg beaten with a pinch of salt). Sprinkle with dehydrated onions or poppy seed.  Bake for 25 to 30 minutes or until golden brown.', '']"
Rustic Italian Chicken,4.07692289352417,17,Red Gold,60,6,441,20 m,6 h,6 h 20 m,"['2 pounds boneless skinless chicken thighs', '2 large carrots, cut into 1/2-inch slices', '1 medium red bell pepper, chopped', '1 cup sliced fresh mushrooms', '4 garlic cloves, minced', '2 tablespoons Italian seasoning', 'Salt and black pepper to taste', '1 (14.5 ounce) can RED GOLD® Diced Tomatoes', '1 (28 ounce) can RED GOLD® Crushed Tomatoes', '3 cups penne pasta, cooked and drained']","['Spray slow cooker with cooking spray. Place chicken in slow cooker and top with remaining ingredients, except pasta and garnish.', 'Cover and cook on LOW for 6 to 8 hours. Serve chicken over pasta and garnish with cheese and parsley.', 'Garnish Options: Parmesan cheese and chopped fresh Italian parsley.', '']"
Slow Cooker Pulled Pork from RED GOLD®,2.5,2,Red Gold,5,12,161,20 m,8 h,8 h 20 m,"['1/4 cup brown sugar', '2 tablespoons kosher salt', '2 tablespoons paprika', '1 tablespoon black pepper', '1 teaspoon dried thyme', '2 teaspoons ground coriander', '1 tablespoon dry mustard', '2 teaspoons fennel seed, crushed', '2 teaspoons garlic powder', '1 (3 pound) pork tenderloin', '1 (28 ounce) can RED GOLD® Crushed Tomatoes', '1 (14.5 ounce) can RED GOLD® Diced Tomatoes']","['In a small bowl combine all the spices. Rub the pork with about 6 to 8 tablespoons of the dry mixture; reserve the rest. Wrap the pork with plastic and refrigerate overnight.', 'Place the pork, fat side up in a slow cooker. Add the crushed tomatoes and diced tomatoes. Cover and cook on low for 8 hours.', 'Remove pork and shred with two forks. Add pan juices as needed to keep pork moist.', '']"
Sweet Turkey Chili from RED GOLD®,0.0,0,Red Gold,0,8,361,10 m,1 h,1 h 10 m,"['1 pound ground turkey', '1 (14.5 ounce) can RED GOLD® Diced Tomatoes', '1 (46 ounce) can RED GOLD® Fresh Squeezed Tomato Juice', '1 onion, chopped', '1 teaspoon dill weed', '1/2 teaspoon dried oregano', '1 teaspoon garlic powder', '1 (15.5 ounce) can chili hot beans in chili gravy', '1 (15.5 ounce) can kidney beans, rinsed and drained', '1 (15 ounce) can pinto beans, rinsed and drained', '1 (14.5 ounce) can red beans, rinsed and drained', '1 (1.25 ounce) package chili seasoning mix', '1 tablespoon chili powder', '1/2 cup sugar', 'Salt and black pepper to taste']","['Brown turkey in large soup kettle, break into crumbles.  Add remaining ingredients and simmer for 1 hour.  Add water if desired for a thinner chili or add more tomato juice for a thicker consistency.', 'Top with shredded cheese and serve with a Red Gold smile.', '']"
Tomato Soup with Spinach and Tortellini,4.83333349227905,10,Red Gold,49,8,213,15 m,35 m,50 m,"['1 (14.5 ounce) can beef broth', '1 1/2 (46 ounce) cans RED GOLD® Fresh Squeezed Tomato Juice', '2 (28 ounce) cans RED GOLD® Whole Peeled Tomatoes', '1 (10 ounce) package frozen chopped spinach, thawed', '1 (9 ounce) package cheese tortellini', '2 cloves garlic, minced', '1/2 teaspoon black pepper', 'grated Parmesan cheese']","['In a soup kettle combine the beef broth, to the tomato juice and juice from tomatoes.', 'Tear tomatoes with fingers to create large chunks and add to broth.  Add thawed spinach, tortellini, garlic and black pepper.', 'Cook for 35 minutes to blend flavors. Sprinkle with Parmesan cheese before serving.', '']"
Homemade Pepperoni Pizza,4.65217399597168,17,Contadina,95,6,582,,,,"['Contadina® Quick Pizza Sauce:', '1/2 (12 ounce) can CONTADINA® Tomato Paste', '1 teaspoon dried oregano, crushed', '1 teaspoon dried basil, crushed', '1/2 teaspoon garlic powder', '1/2 teaspoon onion powder', '1/2 teaspoon sugar', '1/2 teaspoon salt', '1/4 teaspoon black pepper', ""Fleischmann's® Easy Pizza Crust:"", '3 1/4 cups all-purpose flour, or more as needed', ""2 (.25 ounce) envelopes FLEISCHMANN'S® Pizza Crust Yeast or RapidRise® Yeast"", '1 tablespoon sugar', '1 1/2 teaspoons salt', '1 1/3 cups very warm water (120 degrees F to 130 degrees F)', '1/3 cup oil', 'Toppings:', '1 (6 ounce) package HORMEL® Pepperoni', '1 cup shredded mozzarella cheese, or more to taste']","['For sauce: Combine all sauce ingredients with 1/2 cup water in a medium bowl; set aside for flavors to develop while making crust. Freeze remaining paste .', 'For crusts: Combine 2 cups of flour with the dry yeast, sugar and salt.   Add the water and oil and mix until well blended (about 1 minute). Gradually add enough remaining flour slowly, until a soft, sticky dough ball is formed.', 'Knead for about 4 minutes, on a floured surface, until dough is smooth and elastic.  Add more flour, if needed.  (If using RapidRise(R) Yeast, let dough rest, covered, for 10 minutes.)', 'Divide dough in half. Pat each half (with floured hands) into a 12-inch greased pizza pan OR roll dough to fit pans.', 'For pizzas: Preheat oven to 425 degrees F.  Top crusts with sauce, pepperoni and cheese.', 'Bake for 18 to 20 minutes until crusts are browned and cheese is bubbly.  For best results, rotate pizza pans between top and bottom oven racks halfway through baking.', '']"
Chili Mac 'n' Cheese Bake,4.35714292526245,37,HORMEL CHILI®,108,6,397,20 m,35 m,55 m,"['8 ounces uncooked macaroni', '1 (15 ounce) can HORMEL® Chili With Beans', ""1 1/2 cups CHI-CHI's® Thick & Chunky Salsa"", '1 medium green pepper, chopped', '1 tablespoon chili powder', '2 cups shredded marble Jack cheese, divided']","['Heat oven to 350 degrees F. Lightly grease 2 1/2-quart baking dish. Cook macaroni according to package directions; drain well. Pour into large bowl.', 'Toss chili, salsa, green pepper and chili powder with macaroni until well mixed. Stir in 1 1/2 cups cheese. Spoon into prepared casserole. Top with remaining 1/2 cups cheese.', 'Bake 30 to 35 minutes or until hot and cheese is melted and lightly browned.', '']"
Mini Chili Calzones,4.42857122421265,6,HORMEL CHILI®,6,16,375,20 m,30 m,50 m,"['10 strips HORMEL® BLACK LABEL® Bacon, chopped', '1/2 cup chopped bell pepper', '1/2 cup chopped onion', '1 (15 ounce) can HORMEL® Chili No Beans', '1 tablespoon hot sauce', '4 (8 ounce) packages refrigerated crescent roll dough', '2 cups shredded Cheddar cheese']","['Heat oven to 400 degrees F.', 'In large skillet over medium heat, cook bacon, bell pepper and onion 10 minutes or until crisp; drain.', 'In bowl, combine chili, bacon mixture and hot sauce.', 'Roll out each package of crescent roll dough into rectangle; press perforations to seal. Cut each rectangle into 8 squares. Top 16 squares with chili mixture and cheese. Cover with remaining crescent dough squares. Pinch seams together. Tuck two sides of the square under and pinch the ends to form the shape of a football. Place on baking sheets.', 'Bake 8 to 10 minutes or until golden brown.', '']"
Baked Boursin® and Apple Pancakes,3.0,2,Patricia,1,4,319,15 m,30 m,45 m,"['cooking spray', '3/4 cup milk', '3/4 cup all-purpose flour', '3 large eggs', '1/4 teaspoon salt', '2 tablespoons unsalted butter', '1 apple - peeled, cored, and cut into 1/4-inch pieces', '1 tablespoon lemon juice', '1 tablespoon white sugar', '1/2 (5.2 ounce) package garlic and herb cheese spread (such as Boursin®), crumbled']","['Preheat oven to 400 degrees F (200 degrees C). Spray a pie plate with cooking spray.', 'Blend milk, flour, eggs, and salt together in a blender or food processor until batter is smooth.', 'Melt butter in a 10-inch skillet over medium heat. Cook and stir apple in hot butter until tender, about 5 minutes. Stir lemon juice and sugar into apples until sugar dissolves; pour apple mixture into prepared pie plate. Top with crumbled cheese spread and pour batter over apples and cheese into pie plate.', 'Bake in the preheated oven until golden and set, about 25 minutes.', '']"
Cranberry Sauce Muffins,4.57142877578735,38,Mintcookie,99,18,145,15 m,20 m,35 m,"['2 cups all-purpose flour', '1/2 cup packed brown sugar', '1/4 cup white sugar', '1 tablespoon baking powder', '1/2 teaspoon salt', '1/2 teaspoon ground cinnamon', '1/2 teaspoon ground cardamom', '1 cup cranberry sauce', '3/4 cup milk', '1/4 cup vegetable oil', '1 egg, slightly beaten', '1 teaspoon vanilla extract']","['Preheat oven to 400 degrees F (200 degrees C). Grease 18 muffin cups or line with paper muffin liners.', 'Whisk flour, brown sugar, white sugar, baking powder, salt, cinnamon, and cardamom together in a bowl. Beat  cranberry sauce, milk, oil, egg, and vanilla extract together in a separate bowl. Stir flour mixture into cranberry sauce mixture until batter is just-moistened; pour into prepared muffin cups.', 'Bake in the preheated oven until golden brown, about 20 minutes.', '']"
Baja-Style Chicken Bowl,4.5,37,mlreffey,395,2,379,15 m,5 m,20 m,"['2 teaspoons olive oil', '4 ounces diced cooked chicken', '1/2 cup frozen corn', '1 red bell pepper, sliced', 'salt and ground black pepper to taste', '1 cup cooked brown rice', '1/2 cup salsa', '1/4 cup shredded Monterey Jack cheese']","['Heat oil in a skillet over medium heat. Cook and stir chicken, corn, and red pepper in hot oil until heated through and pepper is slightly softened, about 5 minutes. Season with salt and pepper.', 'Spoon rice into 2 bowls, divide chicken mixture between the two bowls, and top each with salsa and Monterey Jack cheese.', '']"
Titi's Cranberry Walnut Pumpkin Bread Cake,4.5,2,DamaBonita,8,24,192,15 m,35 m,50 m,"['2 1/4 cups all-purpose flour', '2 tablespoons baking powder', '1 tablespoon pumpkin pie spice', '1/2 teaspoon salt', '2 cups white sugar', '1 3/4 cups mashed pumpkin', '1/2 cup vegetable oil', '2 eggs', '1 cup dried cranberries', '1/2 cup chopped walnuts']","['Preheat oven to 350 degrees F (175 degrees C). Grease a 9 1/2-inch fluted cake pan (such as Bundt(R)).', 'Whisk flour, baking powder, pumpkin pie spice, and salt together in a bowl.', 'Beat sugar, pumpkin, vegetable oil, and eggs together in a bowl until smooth. Slowly beat flour mixture into pumpkin mixture until batter is smooth. Fold in cranberries and walnuts. Pour into prepared cake pan.', 'Bake in the preheated oven until a toothpick inserted in the center of the cake comes out clean, about 35 minutes.', '']"
Hawaiian Sausage Skillet,4.18181800842285,17,elttlbit78,46,6,450,15 m,20 m,35 m,"['1 tablespoon vegetable oil, or more to taste', '1 (16 ounce) package Polish sausage, or to taste, cut into 1-inch squares', '1 large onion, thinly sliced', '1 large green bell pepper, cut into 1-inch squares', '3/4 fresh pineapple - peeled, cored, and cut into chunks', '2 tablespoons cornstarch', '1/2 cup pineapple juice, or more to taste', '1/3 cup packed brown sugar, or to taste', '2 tablespoons cider vinegar', '2 tablespoons soy sauce', '2 teaspoons minced garlic']","['Heat oil in a large skillet over medium heat. Cook and stir sausage, onion, and green bell pepper until vegetables start to become tender, about 8 minutes; add pineapple and cook, stirring occasionally, until the pineapple is hot, about 5 minutes more.', 'Beat pineapple juice and cornstarch together in a bowl using a whisk. Stir brown sugar, cider vinegar, soy sauce, and minced garlic with the pineapple juice until the sugar dissolves into the liquid; pour over the sausage mixture and cook until the sauce thickens, 5 to 8 minutes.', '']"
Skillet Chicken Bulgogi,4.620689868927,69,daveparks4,289,4,269,15 m,15 m,30 m,"['1/4 cup chopped onion', '5 tablespoons soy sauce', '2 1/2 tablespoons brown sugar', '2 tablespoons minced garlic', '2 tablespoons sesame oil', '1 tablespoon sesame seeds', '1/2 teaspoon cayenne', 'salt and ground black pepper to taste', '1 pound skinless, boneless chicken breasts, cut into thin strips']","['Whisk onion, soy sauce, brown sugar, garlic, sesame oil, sesame seeds, cayenne pepper, salt, and black pepper together in a bowl until marinade is smooth.', 'Cook and stir chicken and marinade together in a large skillet over medium-high heat until chicken is cooked through, about 15 minutes.', '']"
Grandma's Cutout Sugar Cookies,3.14285707473755,6,Laura,9,72,87,10 m,6 m,3 h 16 m,"['2 cups butter', '1 1/2 cups white sugar', '3 eggs', '1 teaspoon vanilla extract', '1 teaspoon almond extract (optional)', '3 1/2 cups all-purpose flour', '2 teaspoons cream of tartar', '1 teaspoon baking soda', '1/2 teaspoon salt']","['Beat butter and sugar with an electric mixer in a large bowl until smooth. Add first egg while continuing to beat, incorporating the egg fully before adding the second and beating fully into the mixture. Beat vanilla extract and almond extract into the mixture with the third egg.', 'Stir flour, cream of tartar, baking soda, and salt together in a separate bowl; add to the wet mixture and beat just until the wet and dry combine into a cookie dough. Shape dough into a ball, wrap in plastic wrap, and refrigerate until chilled, at least 3 hours.', 'Preheat oven to 350 degrees F (175 degrees C).', 'Roll dough out onto a flour-dusted surface and cut with cookie cutters. Arrange cut cookies onto baking sheets.', 'Bake cookies in preheated oven until beginning to brown around edges, 6 to 8 minutes.', '']"
Stuffed Cream Cheese Mushrooms,4.82352924346924,60,Lindsay Smith,261,6,176,15 m,25 m,40 m,"['1 serving cooking spray', '12 whole fresh mushrooms, tough ends trimmed', '1 tablespoon vegetable oil', '1 tablespoon minced garlic', '1 (8 ounce) package cream cheese, softened', '1/4 cup grated Parmesan cheese', '1/4 teaspoon ground black pepper', '1/4 teaspoon onion powder', '1/4 teaspoon cayenne pepper']","['Preheat oven to 350 degrees F (175 degrees C). Prepare a baking sheet with cooking spray.', 'Clean mushrooms with a damp paper towel. Carefully break stems from mushrooms. Chop stems extremely fine.', 'Heat oil in a large skillet over medium heat. Fry chopped mushroom stems and garlic in hot oil until any moisture has disappeared, taking care not to burn the garlic, 3 to 5 minutes. Spread mushroom mixture into a bowl to cool completely, about 10 minutes.', 'Stir cream cheese, Parmesan cheese, black pepper, onion powder, and cayenne pepper with the mushroom stems and garlic until very thick and completely mixed. Use a small spoon fill each mushroom cap with a generous amount of stuffing. Arrange stuffed mushrooms onto the prepared cookie sheet.', 'Bake in preheated oven until piping hot and liquid starts to form under the caps, about 20 minutes.', '']"
Crocked Tater Tot® Soup,3.20000004768372,5,TLC,9,10,334,10 m,4 h,4 h 10 m,"['1 (32 ounce) package frozen bite-size potato nuggets (such as Tater Tots®)', '2 cups milk', '1 (10 ounce) can cream of mushroom soup', '1 cup shredded Cheddar cheese', '1 cup sour cream', '1 cup chopped cooked ham', '1/2 cup finely chopped onion', 'salt and ground black pepper to taste']","['Combine potato nuggets, milk, cream of mushroom soup, Cheddar cheese, sour cream, ham, onion, salt, and pepper in a slow cooker.', 'Cook on High, stirring occasionally, for 4 hours (or on Low for 5 to 7 hours).', '']"
Camille's Crustless Ricotta Pie,3.79999995231628,5,camille716,11,12,201,10 m,1 h,1 h 20 m,"['5 eggs', '1 cup white sugar', '2 teaspoons vanilla extract', '1 teaspoon ground cinnamon', '2 (16 ounce) containers ricotta cheese']","['Preheat oven to 325 degrees F (165 degrees C). Grease a 9x13-inch baking dish.', 'Beat eggs, sugar, vanilla extract, and cinnamon together in a large bowl until smooth; add ricotta cheese and mix well. Pour mixture into the prepared baking dish.', 'Bake in the preheated oven until set, about 1 hour. Cool for 10 minutes before serving.', '']"
Slow Cooker Magic Chicken,3.55555558204651,8,Marjorie Wind,29,4,878,15 m,8 h,8 h 15 m,"['5 large carrots, cut into 1-inch pieces', '1 large onion, quartered', '1 large turnip, cut into cubes', '1 (3 pound) whole chicken, cut up', 'salt and ground black pepper to taste', '1 (10.75 ounce) can cream of mushroom soup', '1 (6 ounce) container plain Greek-style yogurt', '1 bay leaf']","['Spread carrots, onion, and turnip into the bottom of a slow cooker crock. Arrange chicken pieces atop the vegetables. Season the chicken with salt and pepper.', 'Stir mushroom soup and yogurt together in a bowl; pour over the chicken. Place the bay leaf atop the mixture.', 'Cook on High for 1 hour. Reduce heat to Low and continue cooking another 7 hours.', '']"
Herbed Pumpkin Gravy,0.0,0,R. Holland,0,10,89,10 m,30 m,40 m,"['1 cup quick-cooking steel-cut oats', '3 cups water', '2 cups hot water, or more to taste', '1 (15 ounce) can pumpkin puree', '1 teaspoon white sugar', '1/2 teaspoon herbes de Provence', '1/2 teaspoon salt', '1/8 teaspoon ground black pepper', '1 pinch garlic powder', '1 tablespoon virgin olive oil']","['Stir oats into 3 cups water in a saucepan; bring to a boil, reduce heat to medium-low, and cook at a simmer until the oats are tender and the water is absorbed, about 20 minutes.', ""Stir 2 cups hot water into the cooked oats. Strain water to use as 'oat broth' into a large sauce pan. Save cooked oats for another use."", 'Stir pumpkin puree, sugar, herbes de Provence, salt, black pepper, and garlic powder into the oat broth with a whisk until smooth; add olive oil and stir to combine. Thin the gravy with more hot water, if desired. Place the saucepan over medium heat, bring the gravy to a simmer, and cook until hot, about 10 minutes.', '']"
Easy Brown Butter Cookies,4.19999980926514,5,welsh147,22,30,119,15 m,10 m,1 h 25 m,"['1 cup unsalted butter', '2 cups all-purpose flour', '2 teaspoons cornstarch', '1 teaspoon baking powder', '1/4 teaspoon baking soda', '1/2 teaspoon salt', '1 cup packed dark brown sugar', '2 eggs', '2 teaspoons vanilla extract']","['Heat butter in a skillet over medium-low heat; cook and stir butter until foamy and butter begins to turn brown and fragrant, about 5 minutes. Remove skillet from heat, pour butter into a thick glass or metal bowl, and cool to room temperature, about 30 minutes.', 'Preheat oven to 350 degrees F (175 degrees C). Line a baking sheet with parchment paper.', 'Mix flour, cornstarch, baking powder, baking soda, and salt together in a bowl.', 'Stir brown sugar into cooled butter and mix until well blended; add eggs and vanilla extract and mix well. Slowly stir flour mixture into butter mixture just until dough is mixed. Form dough into small balls and slightly flatten with your hand or fork. Arrange cookies on the prepared baking sheet.', 'Bake in the preheated oven until tops of cookies are firm and edges are golden, 8 to 10 minutes. Cool cookies on baking sheet for 3 minutes before transferring to a wire rack to cool completely.', '']"
3-2-1 Peanut Butter Fudge,4.33333349227905,3,Marilyn McDonald Mahuron,9,96,145,15 m,,30 m,"[""3 pounds confectioners' sugar"", '2 pounds peanut butter', '1 pound butter, melted']","['Line a baking sheet with waxed paper.', ""Mix confectioners' sugar and peanut butter together in a large bowl until evenly mixed and crumbly. Pour butter into peanut butter mixture and stir to combine."", 'Press peanut butter mixture onto the prepared baking sheet and cool to room temperature.', '']"
Joie's Fabulous Sweet Potato Souffle,2.0,1,marti,0,12,411,15 m,25 m,40 m,"['vegetable oil cooking spray', '3 cups mashed sweet potatoes', '1 cup white sugar', '3 large eggs', '1/2 cup milk', '1/2 cup melted butter', '1 teaspoon vanilla extract', '1/2 teaspoon ground cinnamon', 'Topping:', '1 cup firmly packed brown sugar', '1 cup roughly chopped pecans', '1/3 cup all-purpose flour', '1/3 cup melted butter']","['Preheat oven to 400 degrees F (200 degrees C). Lightly spray a 9x13-inch baking dish with vegetable oil.', 'Beat sweet potatoes, white sugar, eggs, milk, 1/2 cup melted butter, vanilla extract, and cinnamon together in a bowl using an electric mixer until smooth; pour into the prepared baking dish.', 'Mix brown sugar, pecans, flour, and 1/3 cup melted butter together in a bowl; spread over sweet potato mixture.', 'Bake in the preheated oven until souffle is set in the middle, 25 to 30 minutes.', '']"
